Replicon Accession	Start	Stop	Strand	Locus tag	Length
NW_013524648.1	636305	639079	+	NEPG_01555	924
NW_013524648.1	639832	640770	+	NEPG_01556	312
NW_013524648.1	642247	643308	-	NEPG_01557	353
NW_013524648.1	643464	645287	-	NEPG_01558	607
NW_013524648.1	645607	645774	+	NEPG_01559	55
NW_013524648.1	646695	648527	+	NEPG_01560	610
NW_013524648.1	648552	649454	-	NEPG_01561	300
NW_013524649.1	1	1031	-	NEPG_01562	343
NW_013524649.1	1037	2392	-	NEPG_01563	451
NW_013524649.1	4292	4804	+	NEPG_01564	170
NW_013524649.1	5173	8253	+	NEPG_01565	1026
NW_013524649.1	8767	12078	-	NEPG_01566	1103
NW_013524649.1	12476	12661	+	NEPG_01567	61
NW_013524649.1	13292	13939	-	NEPG_01568	215
NW_013524649.1	14448	14957	+	NEPG_01569	169
NW_013524649.1	15652	17142	-	NEPG_01570	496
NW_013524649.1	17126	17533	-	NEPG_01571	135
NW_013524649.1	17770	19155	+	NEPG_01572	461
NW_013524649.1	21253	22176	+	NEPG_01573	307
NW_013524649.1	22457	24166	+	NEPG_01574	569
NW_013524649.1	24739	25074	-	NEPG_01575	111
NW_013524649.1	25224	25790	+	NEPG_01576	188
NW_013524649.1	26244	26426	+	NEPG_01577	60
NW_013524649.1	26455	27834	+	NEPG_01578	459
NW_013524649.1	27867	28316	+	NEPG_01579	149
NW_013524649.1	29018	29818	+	NEPG_01580	266
NW_013524649.1	30395	31183	+	NEPG_01581	262
NW_013524649.1	31400	34033	+	NEPG_01582	877
NW_013524649.1	35256	36137	+	NEPG_01583	293
NW_013524649.1	36670	37530	-	NEPG_01584	286
NW_013524649.1	37589	38455	-	NEPG_01585	288
NW_013524649.1	38752	40674	-	NEPG_01586	640
NW_013524649.1	42630	43304	+	NEPG_01587	224
NW_013524649.1	44238	46514	+	NEPG_01588	758
NW_013524649.1	47108	47470	-	NEPG_01589	120
NW_013524649.1	47556	48014	-	NEPG_01590	152
NW_013524649.1	48135	48539	-	NEPG_01591	134
NW_013524649.1	48564	49076	-	NEPG_01592	170
NW_013524649.1	49178	49804	-	NEPG_01593	208
NW_013524649.1	50025	50249	-	NEPG_01594	74
NW_013524649.1	50454	51173	-	NEPG_01595	239
NW_013524649.1	51196	51468	-	NEPG_01596	90
NW_013524649.1	51541	52530	-	NEPG_01597	329
NW_013524649.1	52621	54279	+	NEPG_01598	552
NW_013524649.1	54775	55845	-	NEPG_01599	356
NW_013524649.1	55853	56530	-	NEPG_01600	225
NW_013524649.1	56594	57526	-	NEPG_01601	310
NW_013524649.1	58931	60652	+	NEPG_01602	573
NW_013524649.1	61299	62585	-	NEPG_01603	428
NW_013524649.1	62606	64054	+	NEPG_01604	482
NW_013524649.1	64605	65582	+	NEPG_01605	325
NW_013524649.1	66578	68587	-	NEPG_01606	669
NW_013524649.1	69096	72095	-	NEPG_01607	999
NW_013524649.1	72287	72895	-	NEPG_01608	202
NW_013524649.1	73117	74490	-	NEPG_01609	457
NW_013524649.1	75184	76101	-	NEPG_01610	305
NW_013524649.1	76958	79789	-	NEPG_01611	943
NW_013524649.1	80495	81460	-	NEPG_01612	321
NW_013524649.1	81581	84229	-	NEPG_01613	882
NW_013524649.1	84281	84958	+	NEPG_01614	225
NW_013524649.1	85281	86195	+	NEPG_01615	304
NW_013524649.1	86625	86924	+	NEPG_01616	99
NW_013524649.1	87343	88071	+	NEPG_01617	242
NW_013524649.1	88150	88518	+	NEPG_01619	122
NW_013524649.1	88513	89547	-	NEPG_01618	344
NW_013524649.1	90130	93195	+	NEPG_01620	1021
NW_013524649.1	93560	94459	-	NEPG_01621	299
NW_013524649.1	94496	95677	+	NEPG_01622	393
NW_013524649.1	95706	97235	+	NEPG_01623	509
NW_013524649.1	98299	100596	+	NEPG_01624	765
NW_013524649.1	101659	102015	+	NEPG_01625	118
NW_013524649.1	102032	102244	-	NEPG_01626	70
NW_013524649.1	102513	102974	-	NEPG_01627	153
NW_013524649.1	103032	103976	+	NEPG_01628	314
NW_013524649.1	104901	107230	-	NEPG_01629	775
NW_013524649.1	108925	110460	-	NEPG_01630	511
NW_013524649.1	110961	112592	-	NEPG_01631	543
NW_013524649.1	112827	114260	+	NEPG_01632	477
NW_013524649.1	114439	115458	-	NEPG_01633	339
NW_013524649.1	115495	115926	+	NEPG_01634	143
NW_013524649.1	116168	118186	+	NEPG_01635	672
NW_013524649.1	118569	120365	-	NEPG_01636	598
NW_013524649.1	121046	121867	-	NEPG_01637	273
NW_013524649.1	122143	122391	-	NEPG_01638	82
NW_013524649.1	122879	124075	+	NEPG_01639	398
NW_013524649.1	125017	126894	+	NEPG_01640	625
NW_013524649.1	127419	127949	+	NEPG_01641	176
NW_013524649.1	127952	129823	-	NEPG_01642	623
NW_013524649.1	129955	139680	-	NEPG_01643	3241
NW_013524649.1	139844	140095	-	NEPG_01644	83
NW_013524649.1	141258	142757	-	NEPG_01645	499
NW_013524649.1	144151	145352	-	NEPG_01646	399
NW_013524649.1	145440	146516	-	NEPG_01647	358
NW_013524649.1	146553	148289	+	NEPG_01648	578
NW_013524649.1	148987	151287	-	NEPG_01649	766
NW_013524649.1	152362	155445	-	NEPG_01650	1027
NW_013524649.1	156034	157353	-	NEPG_01651	439
NW_013524649.1	157711	160296	-	NEPG_01652	861
NW_013524649.1	161413	163257	+	NEPG_01653	615
NW_013524649.1	163624	164379	-	NEPG_01654	251
NW_013524649.1	164364	164939	+	NEPG_01655	191
NW_013524649.1	165566	168373	-	NEPG_01656	935
NW_013524649.1	169045	169674	-	NEPG_01657	209
NW_013524649.1	169969	171366	+	NEPG_01658	465
NW_013524649.1	171566	172120	-	NEPG_01659	184
NW_013524649.1	172486	175500	+	NEPG_01660	1004
NW_013524649.1	176160	177341	+	NEPG_01661	393
NW_013524649.1	178169	179896	-	NEPG_01662	575
NW_013524649.1	179925	180350	+	NEPG_01663	141
NW_013524649.1	180355	180654	-	NEPG_01664	99
NW_013524649.1	180984	182288	+	NEPG_01665	434
NW_013524649.1	182405	182920	-	NEPG_01666	171
NW_013524649.1	183194	186979	-	NEPG_01667	1261
NW_013524649.1	187084	189717	+	NEPG_01668	877
NW_013524649.1	189780	190613	+	NEPG_01669	277
NW_013524649.1	190927	191406	-	NEPG_01670	159
NW_013524649.1	191464	192306	-	NEPG_01671	280
NW_013524649.1	192787	193545	-	NEPG_01672	252
NW_013524649.1	194041	196209	-	NEPG_01673	722
NW_013524649.1	196240	196608	+	NEPG_01674	122
NW_013524649.1	196978	198591	+	NEPG_01675	537
NW_013524649.1	198721	199230	+	NEPG_01676	169
NW_013524649.1	200369	200584	-	NEPG_01677	71
NW_013524649.1	200686	201534	-	NEPG_01678	282
NW_013524649.1	202020	202448	-	NEPG_01679	142
NW_013524649.1	202475	203392	-	NEPG_01680	305
NW_013524649.1	203749	204033	-	NEPG_01681	94
NW_013524649.1	204323	204556	-	NEPG_01682	77
NW_013524649.1	205055	205228	+	NEPG_01683	57
NW_013524649.1	205838	206800	-	NEPG_01684	320
NW_013524649.1	207095	209188	-	NEPG_01685	697
NW_013524649.1	209299	209511	-	NEPG_01686	70
NW_013524649.1	210237	210854	+	NEPG_01687	205
NW_013524649.1	210878	211711	-	NEPG_01688	277
NW_013524649.1	211758	212399	-	NEPG_01689	213
NW_013524649.1	212482	212961	+	NEPG_01690	159
NW_013524649.1	212904	213131	-	NEPG_01691	75
NW_013524649.1	213351	214268	-	NEPG_01692	305
NW_013524649.1	214356	214874	-	NEPG_01693	172
NW_013524649.1	214922	217630	+	NEPG_01694	902
NW_013524649.1	217760	218041	-	NEPG_01695	93
NW_013524649.1	218243	218593	+	NEPG_01696	116
NW_013524649.1	218718	219230	-	NEPG_01697	170
NW_013524649.1	219271	221994	+	NEPG_01698	907
NW_013524649.1	222881	223369	+	NEPG_01699	162
NW_013524649.1	223578	224570	+	NEPG_01700	330
NW_013524649.1	224598	225257	+	NEPG_01701	219
NW_013524649.1	225956	227386	+	NEPG_01702	476
NW_013524649.1	229574	230968	-	NEPG_01703	464
NW_013524649.1	231717	233276	+	NEPG_01704	519
NW_013524649.1	234029	234310	-	NEPG_01705	93
NW_013524649.1	235007	236235	+	NEPG_01706	408
NW_013524649.1	237424	238212	+	NEPG_01707	262
NW_013524649.1	238266	238868	-	NEPG_01708	200
NW_013524649.1	238914	239933	+	NEPG_01709	339
NW_013524649.1	240277	241494	+	NEPG_01710	405
NW_013524649.1	241632	242273	-	NEPG_01711	213
NW_013524649.1	242486	242698	+	NEPG_01712	70
NW_013524649.1	242729	243478	+	NEPG_01713	249
NW_013524649.1	244363	244761	-	NEPG_01714	132
NW_013524649.1	244808	245557	-	NEPG_01715	249
NW_013524649.1	246183	247679	-	NEPG_01716	498
NW_013524649.1	247838	248251	-	NEPG_01717	137
NW_013524649.1	249603	250127	-	NEPG_01718	174
NW_013524649.1	250329	251255	+	NEPG_01719	308
NW_013524649.1	251686	253386	-	NEPG_01720	566
NW_013524649.1	253383	256625	-	NEPG_01721	1080
NW_013524649.1	256790	258790	+	NEPG_01722	666
NW_013524649.1	258828	259112	-	NEPG_01723	94
NW_013524649.1	259381	259539	+	NEPG_01724	52
NW_013524649.1	259646	260875	+	NEPG_01725	409
NW_013524649.1	260965	261567	+	NEPG_01726	200
NW_013524649.1	261564	261977	+	NEPG_01727	137
NW_013524649.1	262209	262628	-	NEPG_01728	139
NW_013524649.1	262720	263754	-	NEPG_01729	344
NW_013524649.1	263807	264730	-	NEPG_01730	307
NW_013524649.1	264910	266091	+	NEPG_01731	393
NW_013524649.1	266369	267004	+	NEPG_01732	211
NW_013524649.1	267248	267799	-	NEPG_01733	183
NW_013524649.1	268656	269408	-	NEPG_01734	250
NW_013524649.1	269428	269646	-	NEPG_01735	72
NW_013524649.1	269869	273213	-	NEPG_01736	1114
NW_013524649.1	273475	274038	-	NEPG_01737	187
NW_013524649.1	274315	274965	-	NEPG_01738	216
NW_013524649.1	275114	275839	+	NEPG_01739	241
NW_013524649.1	276081	276899	+	NEPG_01740	272
NW_013524649.1	277192	278880	+	NEPG_01741	562
NW_013524649.1	279290	280117	+	NEPG_01742	275
NW_013524649.1	280738	284820	+	NEPG_01743	1360
NW_013524649.1	285516	287018	+	NEPG_01744	500
NW_013524649.1	287496	287873	-	NEPG_01745	125
NW_013524649.1	290320	290619	+	NEPG_01746	99
NW_013524649.1	290769	291236	+	NEPG_01747	155
NW_013524649.1	291744	293282	+	NEPG_01748	512
NW_013524649.1	293589	295355	-	NEPG_01749	588
NW_013524649.1	295666	296754	-	NEPG_01750	362
NW_013524649.1	296672	297217	+	NEPG_01751	181
NW_013524649.1	297513	297989	+	NEPG_01752	158
NW_013524649.1	298110	298793	-	NEPG_01753	227
NW_013524649.1	298830	299300	+	NEPG_01754	156
NW_013524649.1	299374	301113	-	NEPG_01755	579
NW_013524649.1	301113	301607	-	NEPG_01756	164
NW_013524649.1	302304	303089	+	NEPG_01757	261
NW_013524649.1	303111	303449	+	NEPG_01758	112
NW_013524649.1	303590	303934	+	NEPG_01759	114
NW_013524649.1	303977	306553	+	NEPG_01760	858
NW_013524649.1	306770	307915	+	NEPG_01761	381
NW_013524649.1	308592	309173	-	NEPG_01762	193
NW_013524649.1	309116	309637	-	NEPG_01763	173
NW_013524649.1	309876	310037	-	NEPG_01764	53
NW_013524649.1	310341	311804	-	NEPG_01765	487
NW_013524649.1	312049	314820	-	NEPG_01766	923
NW_013524649.1	315880	318255	-	NEPG_01767	791
NW_013524649.1	318931	319125	+	NEPG_01768	64
NW_013524649.1	319203	320039	+	NEPG_01769	278
NW_013524649.1	321386	324115	-	NEPG_01770	909
NW_013524649.1	324984	326174	+	NEPG_01771	396
NW_013524649.1	327854	328042	+	NEPG_01772	63
NW_013524649.1	328065	328412	+	NEPG_01773	115
NW_013524649.1	328831	330147	+	NEPG_01774	438
NW_013524649.1	330687	331331	+	NEPG_01775	214
NW_013524649.1	331471	337179	+	NEPG_01776	1902
NW_013524649.1	337267	337947	-	NEPG_01777	226
NW_013524649.1	338084	340057	-	NEPG_01778	657
NW_013524649.1	340203	341093	-	NEPG_01779	296
NW_013524649.1	341154	341483	+	NEPG_01780	109
NW_013524649.1	341825	342319	-	NEPG_01781	164
NW_013524649.1	342266	344908	+	NEPG_01782	880
NW_013524649.1	345969	346631	+	NEPG_01783	220
NW_013524649.1	346609	347886	+	NEPG_01784	425
NW_013524649.1	350436	352796	-	NEPG_01785	786
NW_013524649.1	352840	353274	+	NEPG_01786	144
NW_013524649.1	353405	354019	-	NEPG_01787	204
NW_013524649.1	354050	354778	+	NEPG_01788	242
NW_013524649.1	354997	356472	+	NEPG_01789	491
NW_013524649.1	356539	357936	+	NEPG_01790	465
NW_013524649.1	358463	361021	-	NEPG_01791	852
NW_013524649.1	362036	362203	+	NEPG_01792	55
NW_013524649.1	364520	365278	+	NEPG_01793	252
NW_013524649.1	365893	368799	-	NEPG_01794	968
NW_013524649.1	368838	369368	+	NEPG_01795	176
NW_013524649.1	369442	371532	+	NEPG_01796	696
NW_013524649.1	371852	374593	-	NEPG_01797	913
NW_013524649.1	374632	376668	+	NEPG_01798	678
NW_013524649.1	376867	377223	+	NEPG_01799	118
NW_013524649.1	377340	378218	+	NEPG_01800	292
NW_013524649.1	378859	381003	-	NEPG_01801	714
NW_013524649.1	380994	381593	-	NEPG_01802	199
NW_013524649.1	382268	382846	+	NEPG_01803	192
NW_013524649.1	382877	383182	+	NEPG_01804	101
NW_013524649.1	383319	384452	+	NEPG_01805	377
NW_013524649.1	384933	385145	-	NEPG_01806	70
NW_013524649.1	385162	385869	+	NEPG_01807	235
NW_013524649.1	385944	386195	+	NEPG_01809	83
NW_013524649.1	386311	386769	-	NEPG_01808	152
NW_013524649.1	387141	388916	-	NEPG_01810	591
NW_013524649.1	389284	390669	+	NEPG_01811	461
NW_013524649.1	391059	392249	+	NEPG_01812	396
NW_013524649.1	392878	394569	+	NEPG_01813	563
NW_013524649.1	394827	395816	+	NEPG_01814	329
NW_013524649.1	396526	396987	+	NEPG_01815	153
NW_013524649.1	397480	399063	+	NEPG_01816	527
NW_013524649.1	399360	400532	-	NEPG_01817	390
NW_013524649.1	400979	401671	-	NEPG_01818	230
NW_013524649.1	402355	403113	-	NEPG_01819	252
NW_013524649.1	403174	403929	+	NEPG_01820	251
NW_013524649.1	404553	406451	+	NEPG_01821	632
NW_013524649.1	406536	407297	+	NEPG_01822	253
NW_013524649.1	407592	409115	-	NEPG_01823	507
NW_013524649.1	409590	410687	-	NEPG_01824	365
NW_013524649.1	411334	412105	+	NEPG_01825	256
NW_013524649.1	412888	413199	-	NEPG_01826	103
NW_013524649.1	413650	415272	-	NEPG_01827	540
NW_013524649.1	415677	418337	-	NEPG_01828	886
NW_013524649.1	418827	420485	+	NEPG_01829	552
NW_013524649.1	420669	422339	-	NEPG_01830	556
NW_013524649.1	422699	423679	+	NEPG_01831	326
NW_013524649.1	424061	425155	+	NEPG_01832	364
NW_013524649.1	425286	426080	-	NEPG_01833	264
NW_013524649.1	426251	427645	-	NEPG_01834	464
NW_013524649.1	427642	428700	-	NEPG_01835	352
NW_013524649.1	428995	429492	+	NEPG_01836	165
NW_013524649.1	429539	431257	+	NEPG_01837	572
NW_013524649.1	432016	432252	+	NEPG_01838	78
NW_013524649.1	432362	433084	+	NEPG_01839	240
NW_013524649.1	433683	433970	-	NEPG_01840	95
NW_013524649.1	434419	436461	+	NEPG_01841	680
NW_013524649.1	437293	437502	+	NEPG_01843	69
NW_013524649.1	437551	438129	-	NEPG_01842	192
NW_013524649.1	438291	438494	+	NEPG_01844	67
NW_013524649.1	439395	439984	+	NEPG_01845	195
NW_013524649.1	441203	442492	+	NEPG_01846	429
NW_013524649.1	442633	443826	+	NEPG_01847	397
NW_013524649.1	444266	445192	-	NEPG_01848	308
NW_013524649.1	445670	446398	-	NEPG_01849	242
NW_013524649.1	446463	447650	+	NEPG_01850	395
NW_013524649.1	447735	448973	+	NEPG_01851	412
NW_013524649.1	449106	449327	+	NEPG_01852	73
NW_013524649.1	449340	449606	-	NEPG_01853	88
NW_013524649.1	449639	450187	-	NEPG_01854	182
NW_013524649.1	450180	450383	-	NEPG_01855	67
NW_013524649.1	450772	453702	-	NEPG_01856	976
NW_013524649.1	453928	455202	+	NEPG_01857	424
NW_013524649.1	455276	455698	-	NEPG_01858	140
NW_013524649.1	455571	456350	+	NEPG_01859	259
NW_013524649.1	457035	459572	+	NEPG_01860	845
NW_013524649.1	459976	461277	+	NEPG_01861	433
NW_013524649.1	461395	462225	+	NEPG_01862	276
NW_013524649.1	462339	463427	+	NEPG_01863	362
NW_013524649.1	463858	464472	+	NEPG_01864	204
NW_013524649.1	464886	465197	+	NEPG_01866	103
NW_013524649.1	465190	466221	-	NEPG_01865	343
NW_013524649.1	466525	470379	-	NEPG_01867	1284
NW_013524649.1	470394	471185	+	NEPG_01868	263
NW_013524649.1	471575	472402	-	NEPG_01869	275
NW_013524649.1	472416	473174	+	NEPG_01870	252
NW_013524649.1	473339	473947	-	NEPG_01871	202
NW_013524649.1	474001	474933	+	NEPG_01872	310
NW_013524649.1	474887	475696	+	NEPG_01873	269
NW_013524649.1	475814	476500	+	NEPG_01874	228
NW_013524649.1	476685	477515	+	NEPG_01875	276
NW_013524649.1	477551	477763	-	NEPG_01876	70
NW_013524649.1	478449	479036	-	NEPG_01877	195
NW_013524649.1	479358	481469	-	NEPG_01878	703
NW_013524649.1	482085	483002	+	NEPG_01879	305
NW_013524649.1	483431	484585	-	NEPG_01880	384
NW_013524649.1	485541	488099	-	NEPG_01881	852
NW_013524649.1	488624	490189	-	NEPG_01882	521
NW_013524649.1	490864	491367	-	NEPG_01883	167
NW_013524649.1	491361	492377	-	NEPG_01884	338
NW_013524649.1	492962	494668	-	NEPG_01885	568
NW_013524649.1	495474	497234	-	NEPG_01886	586
NW_013524649.1	497446	498588	+	NEPG_01887	380
NW_013524649.1	498621	499004	+	NEPG_01888	127
NW_013524649.1	499133	499795	-	NEPG_01889	220
NW_013524649.1	499942	501069	+	NEPG_01890	375
NW_013524649.1	501191	501952	-	NEPG_01891	253
NW_013524649.1	501966	504638	-	NEPG_01892	890
NW_013524649.1	504676	506415	+	NEPG_01893	579
NW_013524649.1	506579	506776	+	NEPG_01894	65
NW_013524649.1	506792	508024	+	NEPG_01895	410
NW_013524649.1	508058	508504	+	NEPG_01896	148
NW_013524649.1	508592	508813	+	NEPG_01897	73
NW_013524649.1	509463	511559	-	NEPG_01898	698
NW_013524649.1	511818	512885	-	NEPG_01899	355
NW_013524649.1	513628	513969	+	NEPG_01900	113
NW_013524649.1	514276	514962	+	NEPG_01901	228
NW_013524649.1	515267	516748	+	NEPG_01902	493
NW_013524649.1	516782	516994	-	NEPG_01903	70
NW_013524649.1	517610	518047	-	NEPG_01904	145
NW_013524649.1	518092	519183	-	NEPG_01905	363
NW_013524649.1	519236	520115	+	NEPG_01906	292
NW_013524649.1	521306	522205	-	NEPG_01907	299
NW_013524649.1	522552	523364	-	NEPG_01908	270
NW_013524649.1	523614	523829	-	NEPG_01909	71
NW_013524649.1	524318	525331	+	NEPG_01910	337
NW_013524649.1	525640	526041	+	NEPG_01911	133
NW_013524649.1	526264	526761	+	NEPG_01912	165
NW_013524649.1	527517	529775	-	NEPG_01913	752
NW_013524649.1	529805	530407	-	NEPG_01914	200
NW_013524649.1	533882	536701	-	NEPG_01915	939
NW_013524649.1	538306	538476	-	NEPG_01916	56
NW_013524650.1	1	2465	-	NEPG_01917	821
NW_013524650.1	3422	4306	-	NEPG_01918	294
NW_013524650.1	4736	6559	-	NEPG_01919	607
NW_013524650.1	7438	10266	-	NEPG_01920	942
NW_013524650.1	11024	13987	-	NEPG_01921	987
NW_013524650.1	14821	15345	-	NEPG_01922	174
NW_013524650.1	15403	16446	-	NEPG_01923	347
NW_013524650.1	16465	17367	-	NEPG_01924	300
NW_013524650.1	19530	22379	-	NEPG_01925	949
NW_013524650.1	23312	25036	+	NEPG_01926	574
NW_013524650.1	25570	28314	-	NEPG_01927	914
NW_013524650.1	28379	28531	-	NEPG_01928	50
NW_013524650.1	29153	30193	-	NEPG_01929	346
NW_013524650.1	31043	33244	-	NEPG_01930	733
NW_013524650.1	34738	36570	-	NEPG_01931	610
NW_013524650.1	38591	40900	-	NEPG_01932	769
NW_013524650.1	42080	42859	+	NEPG_01933	259
NW_013524650.1	43500	43973	-	NEPG_01934	157
NW_013524650.1	43986	44606	-	NEPG_01935	206
NW_013524650.1	45151	46488	-	NEPG_01936	445
NW_013524650.1	47099	47251	+	NEPG_01937	50
NW_013524650.1	49216	49728	-	NEPG_01938	170
NW_013524650.1	50732	52306	+	NEPG_01939	524
NW_013524650.1	52630	53010	-	NEPG_01940	126
NW_013524650.1	53028	53618	+	NEPG_01941	196
NW_013524650.1	54241	55215	+	NEPG_01942	324
NW_013524650.1	56033	56227	-	NEPG_01943	64
NW_013524650.1	56501	56776	-	NEPG_01944	91
NW_013524650.1	56902	57849	+	NEPG_01945	315
NW_013524650.1	58934	59734	+	NEPG_01946	266
NW_013524650.1	60221	63913	+	NEPG_01947	1230
NW_013524650.1	64635	64841	+	NEPG_01948	68
NW_013524650.1	64885	65865	-	NEPG_01949	326
NW_013524650.1	65881	66225	+	NEPG_01950	114
NW_013524650.1	66455	68350	-	NEPG_01951	631
NW_013524650.1	68437	68835	+	NEPG_01952	132
NW_013524650.1	69019	70281	+	NEPG_01953	420
NW_013524650.1	70332	70679	-	NEPG_01954	115
NW_013524650.1	71679	72887	-	NEPG_01955	402
NW_013524650.1	73745	75013	-	NEPG_01956	422
NW_013524650.1	75276	75953	-	NEPG_01957	225
NW_013524650.1	76208	76849	-	NEPG_01958	213
NW_013524650.1	77061	79166	-	NEPG_01959	701
NW_013524650.1	79310	80011	-	NEPG_01960	233
NW_013524650.1	80275	81171	-	NEPG_01961	298
NW_013524650.1	81563	83206	-	NEPG_01962	547
NW_013524650.1	83244	84350	+	NEPG_01963	368
NW_013524650.1	84747	84971	-	NEPG_01964	74
NW_013524650.1	85332	85835	-	NEPG_01965	167
NW_013524650.1	86257	89007	-	NEPG_01966	916
NW_013524650.1	89035	90135	+	NEPG_01967	366
NW_013524650.1	90444	93701	-	NEPG_01968	1085
NW_013524650.1	94488	95951	+	NEPG_01969	487
NW_013524650.1	96472	97107	-	NEPG_01970	211
NW_013524650.1	97616	98308	-	NEPG_01971	230
NW_013524650.1	98936	99301	+	NEPG_01972	121
NW_013524650.1	99327	99917	+	NEPG_01973	196
NW_013524650.1	102718	103926	-	NEPG_01975	402
NW_013524650.1	104018	104320	-	NEPG_01976	100
NW_013524650.1	104851	105111	+	NEPG_01977	86
NW_013524650.1	105177	105494	+	NEPG_01978	105
NW_013524650.1	105494	105982	+	NEPG_01979	162
NW_013524650.1	106457	109081	+	NEPG_01980	874
NW_013524650.1	109276	109789	-	NEPG_01981	170
NW_013524650.1	110084	113182	-	NEPG_01982	1032
NW_013524650.1	113210	113890	+	NEPG_01983	226
NW_013524650.1	114106	115422	-	NEPG_01984	438
NW_013524650.1	115954	117195	-	NEPG_01985	413
NW_013524650.1	119095	119358	-	NEPG_01986	88
NW_013524650.1	119936	120532	-	NEPG_01987	198
NW_013524650.1	121439	121708	+	NEPG_01988	89
NW_013524650.1	121908	122141	-	NEPG_01989	77
NW_013524650.1	123004	124119	+	NEPG_01990	371
NW_013524650.1	124361	125383	-	NEPG_01991	340
NW_013524650.1	126027	127346	+	NEPG_01992	439
NW_013524650.1	127412	127759	+	NEPG_01993	115
NW_013524650.1	127937	128911	-	NEPG_01994	324
NW_013524650.1	128850	129197	-	NEPG_01995	115
NW_013524650.1	129228	129644	+	NEPG_01996	138
NW_013524650.1	130442	132103	+	NEPG_01997	553
NW_013524650.1	132503	133753	+	NEPG_01998	416
NW_013524650.1	133843	135213	-	NEPG_01999	456
NW_013524650.1	135601	136293	-	NEPG_02000	230
NW_013524650.1	136308	137588	+	NEPG_02001	426
NW_013524650.1	137798	138010	+	NEPG_02002	70
NW_013524650.1	137967	139940	-	NEPG_02003	657
NW_013524650.1	139998	141032	+	NEPG_02004	344
NW_013524650.1	140980	141363	+	NEPG_02005	127
NW_013524650.1	141360	141839	+	NEPG_02006	159
NW_013524650.1	142044	143387	+	NEPG_02007	447
NW_013524650.1	143513	143776	-	NEPG_02008	87
NW_013524650.1	143954	146044	-	NEPG_02009	696
NW_013524650.1	146163	146402	-	NEPG_02010	79
NW_013524650.1	146661	146954	-	NEPG_02011	97
NW_013524650.1	146989	147576	-	NEPG_02012	195
NW_013524650.1	147750	148403	+	NEPG_02013	217
NW_013524650.1	148540	149124	+	NEPG_02014	194
NW_013524650.1	149586	150839	-	NEPG_02015	417
NW_013524650.1	150921	152225	+	NEPG_02016	434
NW_013524650.1	152678	154165	+	NEPG_02017	495
NW_013524650.1	155068	156642	-	NEPG_02018	524
NW_013524650.1	156790	157822	+	NEPG_02019	343
NW_013524650.1	158111	158746	+	NEPG_02020	211
NW_013524650.1	159697	160068	-	NEPG_02021	123
NW_013524650.1	160159	161169	+	NEPG_02022	336
NW_013524650.1	161553	161840	-	NEPG_02023	95
NW_013524650.1	162049	162792	-	NEPG_02024	247
NW_013524650.1	163398	165212	+	NEPG_02025	604
NW_013524650.1	165544	167361	+	NEPG_02026	605
NW_013524650.1	169015	169767	-	NEPG_02027	250
NW_013524650.1	169809	170117	-	NEPG_02028	102
NW_013524650.1	170171	170383	-	NEPG_02029	70
NW_013524650.1	170456	170947	-	NEPG_02030	163
NW_013524650.1	171198	171827	-	NEPG_02031	209
NW_013524650.1	173011	174210	-	NEPG_02032	399
NW_013524650.1	175039	175890	+	NEPG_02033	283
NW_013524650.1	176730	177176	-	NEPG_02034	148
NW_013524650.1	177272	177805	+	NEPG_02035	177
NW_013524650.1	177948	179999	+	NEPG_02036	683
NW_013524650.1	180540	182681	-	NEPG_02037	713
NW_013524650.1	183979	186261	+	NEPG_02038	760
NW_013524650.1	186558	186794	+	NEPG_02039	78
NW_013524650.1	186797	186961	+	NEPG_02040	54
NW_013524650.1	187883	188941	-	NEPG_02041	352
NW_013524650.1	189030	189944	+	NEPG_02042	304
NW_013524650.1	190434	191882	+	NEPG_02043	482
NW_013524650.1	192563	192949	+	NEPG_02044	128
NW_013524650.1	193435	194025	-	NEPG_02045	196
NW_013524650.1	194055	194879	+	NEPG_02046	274
NW_013524650.1	195040	196299	+	NEPG_02047	419
NW_013524650.1	196861	198192	-	NEPG_02048	443
NW_013524650.1	199014	201098	+	NEPG_02049	694
NW_013524650.1	201384	201902	-	NEPG_02050	172
NW_013524650.1	201914	203098	-	NEPG_02051	394
NW_013524650.1	203148	204104	-	NEPG_02052	318
NW_013524650.1	204137	204832	+	NEPG_02053	231
NW_013524650.1	204855	205535	-	NEPG_02054	226
NW_013524650.1	205703	206011	+	NEPG_02055	102
NW_013524650.1	206579	207586	+	NEPG_02056	335
NW_013524650.1	208038	210761	-	NEPG_02057	907
NW_013524650.1	210924	213854	-	NEPG_02058	976
NW_013524650.1	214158	215249	-	NEPG_02059	363
NW_013524650.1	215694	216242	+	NEPG_02060	182
NW_013524650.1	216295	217605	+	NEPG_02061	436
NW_013524650.1	218717	220108	+	NEPG_02062	463
NW_013524650.1	221420	222307	-	NEPG_02063	295
NW_013524650.1	223195	224061	-	NEPG_02064	288
NW_013524650.1	226773	226970	-	NEPG_02065	65
NW_013524650.1	227785	228318	+	NEPG_02066	177
NW_013524650.1	229080	229637	+	NEPG_02067	185
NW_013524650.1	230261	230833	+	NEPG_02068	190
NW_013524650.1	231534	232766	-	NEPG_02069	410
NW_013524650.1	233642	234985	-	NEPG_02070	447
NW_013524650.1	235279	236109	-	NEPG_02071	276
NW_013524650.1	236325	236990	+	NEPG_02072	221
